,0,1,2,3,4,5,6,7,8,9,10,11,12
290,264,"Brian Williams, WR",ULM,5,10,50.0,101,10.1,48,3,1,2,213.8
291,265,"Josh Greer, QB",UNT,8,23,34.8,97,4.2,24,0,2,1,52.8
292,266,"Ryan Buchanan, QB",MISS,8,12,66.7,96,8.0,31,2,1,0,172.2
293,,"Taylor Alie, QB",ORE,6,14,42.9,96,6.9,43,1,0,1,124.0
294,268,"Matthew Jordan, QB",GT,5,9,55.6,94,10.4,35,1,1,2,157.7
295,269,"Jake Hubenak, QB",TA&M,12,27,44.4,92,3.4,20,1,0,1,85.3
296,270,"Laquon Treadwell, WR",MISS,2,2,100.0,89,44.5,68,1,0,0,638.8
297,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
298,271,"Shane Cockerille, FB",MD,11,23,47.8,82,3.6,19,0,0,1,77.8
299,272,"DeVante Kincade, QB",MISS,9,15,60.0,79,5.3,16,1,0,1,126.2
300,,"Xavier Jones, RB",SMU,2,2,100.0,79,39.5,40,2,0,0,761.8
301,274,"Jalen Robinette, WR",AFA,2,2,100.0,76,38.0,56,2,0,0,749.2
302,,"Nacarius Fant, WR",WKU,2,2,100.0,76,38.0,69,2,0,0,749.2
303,276,"Courtland Sutton, WR",SMU,2,2,100.0,75,37.5,45,0,0,0,415.0
304,277,"Wilton Speight, QB",MICH,9,25,36.0,73,2.9,13,1,1,0,65.7
305,,"Damion Hobbs, QB",USU,4,5,80.0,73,14.6,34,1,0,0,268.6
306,279,"Jakeem Grant, WR",TTU,1,1,100.0,72,72.0,72,1,0,0,1034.8
307,280,"Michael Julian, QB",TOL,5,7,71.4,71,10.1,25,1,0,0,203.8
308,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
309,281,"Nelson Fishback, QB",WKU,7,8,87.5,70,8.8,16,0,0,0,161.0
310,282,"Jalan McClendon, QB",NCST,8,14,57.1,69,4.9,21,0,0,1,98.5
311,283,"Tyler Boyd, WR",PITT,2,3,66.7,67,22.3,38,0,0,0,254.3
312,284,"Danny Cameron, QB",IND,6,16,37.5,65,4.1,20,0,1,1,59.1
313,285,"Lynx Hawthorne, WR",BAY,10,22,45.5,64,2.9,12,0,2,1,51.7
314,286,"Keller Chryst, QB",STAN,5,9,55.6,59,6.6,20,1,0,1,147.3
315,,"Malik Watson, QB",SJSU,9,15,60.0,59,3.9,22,0,1,0,79.7
316,288,"Jauan Jennings, WR",TENN,1,2,50.0,58,29.0,58,1,0,0,458.6
317,289,"Jesse Kroll, WR",CMU,2,3,66.7,57,19.0,40,0,0,0,226.3
318,,"Koy Detmer Jr., QB",BYU,3,3,100.0,57,19.0,47,0,0,0,259.6
319,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
320,291,"Jerry Neuheisel, QB",UCLA,5,18,27.8,53,2.9,19,0,2,0,30.3
321,,"Shane Williams-Rhodes, WR",BSU,1,1,100.0,53,53.0,53,1,0,0,875.2
322,,"Garrett Anderson, QB",CONN,2,2,100.0,53,26.5,45,1,0,1,487.6
323,294,"Elijah Staley, QB",MSST,3,5,60.0,51,10.2,37,1,0,0,211.7
324,,"Makoa Camanse-Stevens, WR",HAW,1,2,50.0,51,25.5,51,0,0,0,264.2
325,,"Josh Allen, QB",WYO,4,6,66.7,51,8.5,19,0,0,0,138.1
326,,"Dwayne Lawson, QB",VT,3,9,33.3,51,5.7,31,0,0,0,80.9
327,298,"Bentlee Critcher, PK",APP,2,2,100.0,50,25.0,36,0,0,0,310.0
328,299,"Austin Wilson, QB",SYR,4,8,50.0,49,6.1,22,1,1,1,117.7
329,300,"Cody Tuttle, TE",EMU,1,1,100.0,48,48.0,48,0,0,0,503.2
330,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
331,301,"Zach Pascal, WR",ODU,1,1,100.0,47,47.0,47,0,0,0,494.8
332,302,"Nick Scott, RB",PSU,2,2,100.0,46,23.0,32,1,0,0,458.2
333,303,"K.D. Edenfield, WR",TROY,1,1,100.0,45,45.0,45,0,0,0,478.0
334,,"Austin Grammer, QB",MTSU,6,9,66.7,45,5.0,15,1,1,0,123.1
335,305,"Phil Mayhue, WR",MEM,1,2,50.0,44,22.0,44,1,0,0,399.8
336,306,"Trace McSorley, QB",PSU,6,13,46.2,43,3.3,12,0,0,1,73.9
337,307,"Shannon Brooks, RB",MINN,1,1,100.0,42,42.0,42,1,0,0,782.8
338,308,"Frank Nutile, QB",TEM,3,3,100.0,40,13.3,19,1,0,0,322.0
339,309,"Russell Bellomy, QB",UTSA,4,10,40.0,39,3.9,16,0,0,1,72.8
340,,"Bralon Addison, WR",ORE,1,2,50.0,39,19.5,39,1,0,1,378.8
341,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
342,,"Christian McCaffrey, RB",STAN,2,3,66.7,39,13.0,28,2,0,0,395.9
343,312,"Quinshad Davis, WR",UNC,1,1,100.0,37,37.0,37,1,0,0,740.8
344,,"Cameron Birse, QB",ARST,4,4,100.0,37,9.3,13,0,0,0,177.7
345,314,"Joe Hansley, WR",CSU,1,1,100.0,35,35.0,35,0,0,0,394.0
346,,"Austin Allen, QB",ARK,1,3,33.3,35,11.7,35,1,0,0,241.3
347,,"Torii Hunter Jr., WR",ND,1,2,50.0,35,17.5,35,0,0,0,197.0
348,,"Deon Cain, WR",CLEM,1,1,100.0,35,35.0,35,0,0,0,394.0
349,318,"Connor Brewer, QB",ARIZ,4,8,50.0,34,4.3,14,0,1,1,60.7
350,,"Fred Ross, WR",MSST,1,1,100.0,34,34.0,34,0,0,0,385.6
351,,"Isaiah Jones, WR",ECU,1,1,100.0,34,34.0,34,0,0,1,385.6
352,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
353,321,"Demry Croft, QB",MINN,7,17,41.2,34,2.0,16,0,0,3,58.0
354,322,"Tyler Williams, WR",AFA,1,1,100.0,33,33.0,33,0,0,0,377.2
355,323,"Geno Lewis, WR",PSU,1,2,50.0,32,16.0,32,1,0,0,349.4
356,,"Tyler Wiegers, QB",IOWA,3,4,75.0,32,8.0,22,0,0,1,142.2
357,325,"Tyrell Clay, RB",UTSA,1,1,100.0,31,31.0,31,0,0,0,360.4
358,326,"Tago Smith, QB",NAVY,2,3,66.7,30,10.0,24,1,1,0,194.0
359,,"Price Wilson, QB",LT,1,3,33.3,30,10.0,30,0,0,0,117.3
360,,"Hyleck Foster, WR",MRSH,1,1,100.0,30,30.0,30,0,0,0,352.0
361,,"Brandon Presley, WR",UNLV,1,1,100.0,30,30.0,30,0,0,0,352.0
362,330,"Demarcus Ayers, WR",HOU,1,1,100.0,29,29.0,29,1,0,0,673.6
363,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
364,,"Shaun Nixon, RB",TCU,1,1,100.0,29,29.0,29,1,0,0,673.6
365,,"D'Ernest Johnson, RB",USF,1,1,100.0,29,29.0,29,1,0,0,673.6
366,333,"Tra Carson, RB",TA&M,1,2,50.0,28,14.0,28,0,0,0,167.6
367,334,"Marvin Hall, WR",WASH,1,1,100.0,27,27.0,27,1,0,0,656.8
368,,"Thomas Sperbeck, WR",BSU,2,4,50.0,27,6.8,23,1,0,0,189.2
369,,"Matt Haack, P",ASU,1,1,100.0,27,27.0,27,0,0,0,326.8
370,,"Kelly Bryant, QB",CLEM,7,9,77.8,27,3.0,10,0,1,0,80.8
371,338,"Herb Waters, WR",MIA,1,1,100.0,26,26.0,26,0,0,0,318.4
372,,"Kelvin White, TE",ARMY,1,4,25.0,26,6.5,26,0,0,0,79.6
373,,"Holden Kramer, P",ISU,2,2,100.0,26,13.0,21,0,0,0,209.2
374,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
375,,"Wade Freebeck, QB",VAN,2,6,33.3,26,4.3,17,0,1,0,36.4
376,342,"Brayle Brown, QB",ULM,3,11,27.3,25,2.3,17,0,0,2,46.4
377,,"John Christopher, WR",TEM,1,3,33.3,25,8.3,25,0,0,0,103.3
378,,"Tony Daniel, QB",BUFF,3,5,60.0,25,5.0,16,0,1,0,62.0
379,,"Cayleb Jones, WR",ARIZ,1,1,100.0,25,25.0,25,0,0,0,310.0
380,,"Nick Patti, WR",UCF,4,8,50.0,25,3.1,10,0,0,0,76.3
381,,"Joe Walker, RB",ARMY,1,1,100.0,25,25.0,25,0,0,0,310.0
382,,"Devontae Booker, RB",UTAH,1,1,100.0,25,25.0,25,1,0,0,640.0
383,349,"Tres Houston, WR",ARST,1,3,33.3,24,8.0,24,0,0,0,100.5
384,,"Alvin Kamara, RB",TENN,1,1,100.0,24,24.0,24,0,0,0,301.6
385,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
386,351,"Tim Byerly, QB",GT,1,1,100.0,23,23.0,23,0,0,0,293.2
387,352,"Corey Davis, WR",WMU,1,1,100.0,22,22.0,22,0,0,0,284.8
388,,"J.J. Cosentino, QB",FSU,4,6,66.7,22,3.7,12,0,0,0,97.5
389,354,"Mike Fafaul, QB",UCLA,2,2,100.0,21,10.5,15,0,0,0,188.2
390,,"Tevaun Smith, WR",IOWA,1,1,100.0,21,21.0,21,0,0,0,276.4
391,356,"Keaton Perry, QB",KU,2,6,33.3,20,3.3,19,1,1,0,83.0
392,357,"K.J. Brent, WR",WAKE,1,1,100.0,19,19.0,19,0,0,0,259.6
393,,"Austin Hays, WR",OKST,1,1,100.0,19,19.0,19,1,0,0,589.6
394,359,"Nic Shimonek, QB",TTU,1,2,50.0,18,9.0,18,0,0,0,125.6
395,,"Linell Bonner, WR",HOU,1,1,100.0,18,18.0,18,0,0,0,251.2
396,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
397,361,"KaVontae Turpin, WR",TCU,1,2,50.0,18,9.0,18,0,0,0,125.6
398,362,"Brandon Wimbush, QB",ND,3,5,60.0,17,3.4,9,0,0,1,88.6
399,363,"Ryan Burbrink, WR",BGSU,1,3,33.3,16,5.3,16,0,0,0,78.1
400,,"KJ Maye, WR",MINN,1,1,100.0,16,16.0,16,0,0,0,234.4
401,,"Mitchell Paige, WR",IND,1,1,100.0,16,16.0,16,0,0,0,234.4
402,,"Luke Wright, QB",CIN,1,3,33.3,16,5.3,16,0,0,1,78.1
403,367,"Remington Peck, DL",BYU,1,1,100.0,15,15.0,15,1,0,0,556.0
404,,"Damion Terry, QB",MSU,2,7,28.6,15,2.1,13,0,0,1,46.6
405,,"Olamide Zaccheaus, RB",UVA,1,1,100.0,15,15.0,15,1,0,0,556.0
406,370,"Isaiah Ford, WR",VT,1,2,50.0,14,7.0,14,0,0,0,108.8
407,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
408,371,"Sam Rogers, FB",VT,1,1,100.0,13,13.0,13,0,0,0,209.2
409,372,"Nelson Spruce, WR",COLO,1,4,25.0,12,3.0,12,0,0,0,50.2
410,,"Luke Turner, RB",RICE,2,3,66.7,12,4.0,8,1,0,0,210.3
411,,"Ryan Winslow, P",PITT,1,1,100.0,12,12.0,12,0,0,0,200.8
412,,"Matt Alviti, QB",NW,1,3,33.3,12,4.0,12,0,0,1,66.9
413,376,"Ryan Switzer, WR",UNC,1,2,50.0,11,5.5,11,0,0,0,96.2
414,,"Damon Mitchell, WR",ARK,1,1,100.0,11,11.0,11,0,0,0,192.4
415,,"Nate German, QB",RICE,1,2,50.0,11,5.5,11,0,0,0,96.2
416,,"Pharoh Cooper, WR",SC,2,5,40.0,11,2.2,17,1,0,1,124.5
417,,"Vic Enwere, RB",CAL,1,1,100.0,11,11.0,11,0,0,0,192.4
418,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
419,381,"Drew Eckels, QB",WKU,1,1,100.0,10,10.0,10,0,0,1,184.0
420,382,"Bilal Marshall, WR",PUR,1,1,100.0,9,9.0,9,0,0,0,175.6
421,,"Gunnar Holcombe, QB",MRSH,1,3,33.3,9,3.0,9,0,1,0,-8.1
422,,"Teddy Ruben, WR",TROY,1,1,100.0,9,9.0,9,0,0,0,175.6
423,,"Michael Scarnecchia, QB",SC,1,1,100.0,9,9.0,9,0,0,0,175.6
424,,"A.J. Cole III, P",NCST,1,1,100.0,9,9.0,9,0,0,0,175.6
425,387,"Taylor Cornelius, QB",OKST,2,5,40.0,8,1.6,5,0,0,2,53.4
426,388,"Lloyd Mills, WR",SDSU,1,1,100.0,7,7.0,7,1,0,0,488.8
427,,"Johnny Townsend, P",FLA,1,1,100.0,7,7.0,7,0,0,1,158.8
428,,"D.J. Vinson, WR",USA,1,1,100.0,7,7.0,7,0,0,0,158.8
429,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
430,,"Gerald Everett, TE",USA,1,1,100.0,7,7.0,7,1,0,0,488.8
431,,"Chris Carson, RB",OKST,1,1,100.0,7,7.0,7,0,0,0,158.8
432,393,"Carlos Harris, WR",UNT,1,1,100.0,6,6.0,6,1,0,0,480.4
433,,"Alec Morris, QB",ALA,1,1,100.0,6,6.0,6,0,0,0,150.4
434,,"Tyler Sarrazin, P",USM,1,2,50.0,6,3.0,6,1,0,0,240.2
435,396,"Janarion Grant, WR",RUTG,1,1,100.0,5,5.0,5,1,0,0,472.0
436,,"Jake Hall, QB",UCLA,1,1,100.0,5,5.0,5,0,0,0,142.0
437,,"Chris Qualls, P",ULM,1,1,100.0,5,5.0,5,0,0,0,142.0
438,399,"Deontae Cooper, FB",WASH,1,1,100.0,4,4.0,4,0,0,0,133.6
439,,"Glenn Gronkowski, FB",KSU,1,2,50.0,4,2.0,4,1,0,1,231.8
440,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
441,401,"Eric Keena, P",UNT,1,1,100.0,4,4.0,4,0,0,0,133.6
442,,"Aaron Banks, QB",PUR,1,1,100.0,4,4.0,4,0,0,0,133.6
443,403,"Josh Grady, QB",FLA,1,1,100.0,3,3.0,3,0,0,0,125.2
444,,"Braxton Miller, WR",OSU,1,1,100.0,3,3.0,3,0,0,0,125.2
445,,"David Dudeck, WR",BC,1,1,100.0,3,3.0,3,0,0,0,125.2
446,,"Jonathan Giles, WR",TTU,1,1,100.0,3,3.0,3,0,0,0,125.2
447,407,"Nolan Genovese, QB",MTSU,1,1,100.0,2,2.0,2,0,0,0,116.8
448,408,"Tion Green, RB",CIN,1,1,100.0,1,1.0,1,1,0,0,438.4
449,,"Cody Thomas, QB",OKLA,1,1,100.0,1,1.0,1,0,0,0,108.4
450,410,"Sam Bergen, FB",RUTG,1,1,100.0,0,.0,0,0,0,0,100.0
451,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
452,,"Devin Lucien, WR",ASU,0,1,.0,0,.0,0,0,0,0,.0
453,,"Max Morrison, WR",CIN,0,1,.0,0,.0,0,0,0,0,.0
454,,"DeVontae McNeal, RB",ULM,0,1,.0,0,.0,0,0,0,0,.0
455,,"Jamal Turner, WR",NEB,0,1,.0,0,.0,0,0,0,0,.0
456,,"Marvin Shinn, WR",USA,0,1,.0,0,.0,0,0,0,0,.0
457,,"Conner Floyd, WR",TLSA,0,1,.0,0,.0,0,0,0,0,.0
458,,"Alvonta Jenkins, WR",M-OH,0,2,.0,0,.0,0,0,0,0,.0
459,,"Terrel Hunt, QB",SYR,0,2,.0,0,.0,0,0,1,0,-100.0
460,,"Darion Griswold, TE",ARST,0,1,.0,0,.0,0,0,0,0,.0
461,,"Jack Rhoades, WR",TXST,0,1,.0,0,.0,0,0,0,0,.0
462,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
463,,"Garrett Krstich, QB",SMU,1,2,50.0,0,.0,0,0,1,0,-50.0
464,,"Anthony Nash, WR",DUKE,0,1,.0,0,.0,0,0,0,0,.0
465,,"Tyler Cameron, QB",WAKE,0,1,.0,0,.0,0,0,0,0,.0
466,,"V'Angelo Bentley, DB",ILL,0,1,.0,0,.0,0,0,0,0,.0
467,,"T.J. Millweard, QB",KU,0,1,.0,0,.0,0,0,1,0,-200.0
468,,"Chase Hansen, QB",UTAH,0,1,.0,0,.0,0,0,0,0,.0
469,,"Ryan Rodwell, P",GT,0,1,.0,0,.0,0,0,0,0,.0
470,,"Martez Walker, RB",CMU,0,1,.0,0,.0,0,0,0,0,.0
471,,"Ajalen Holley, WR",ULM,0,1,.0,0,.0,0,0,0,0,.0
472,,"Andrew Scanlan, WR",NW,0,1,.0,0,.0,0,0,0,0,.0
473,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
474,,"Troy Hawthorne, DB",UNLV,0,1,.0,0,.0,0,0,0,0,.0
475,,"Anthony Williams, WR",UNLV,0,1,.0,0,.0,0,0,0,0,.0
476,,"Brent VanderVeen, TE",ORST,0,1,.0,0,.0,0,0,0,0,.0
477,,"Jaydon Mickens, WR",WASH,0,1,.0,0,.0,0,0,0,0,.0
478,,"Alex Tardieu, P",ARMY,0,1,.0,0,.0,0,0,0,0,.0
479,,"DeAndre Bell, WR",ARMY,0,1,.0,0,.0,0,0,0,0,.0
480,,"Josh Magee, WR",UAB,0,1,.0,0,.0,0,0,0,0,.0
481,,"Gehrig Dieter, WR",BGSU,0,2,.0,0,.0,0,0,0,0,.0
482,,"Tim Crawley, WR",SJSU,0,1,.0,0,.0,0,0,0,0,.0
483,,"Anthony Wales, RB",WKU,0,1,.0,0,.0,0,0,0,0,.0
484,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
485,441,"Zach Wright, WR",RICE,0,1,.0,0,.0,0,0,0,0,.0
486,,"David Anaya, RB",UNM,0,1,.0,0,.0,0,0,0,0,.0
487,,"Tony Thomas, WR",FAU,0,1,.0,0,.0,0,0,1,0,-200.0
488,,"Joey Mangili, P",UNC,0,1,.0,0,.0,0,0,0,0,.0
489,,"Sean Avant, WR",SYR,0,1,.0,0,.0,0,0,0,0,.0
490,,"Cam Serigne, TE",WAKE,0,2,.0,0,.0,0,0,1,0,-100.0
491,,"Kyle Hicks, RB",TCU,0,1,.0,0,.0,0,0,0,0,.0
492,,"Trent Taylor, WR",LT,0,1,.0,0,.0,0,0,0,0,.0
493,,"Elijah McGuire, RB",ULL,0,2,.0,0,.0,0,0,0,0,.0
494,,"Teldrick Morgan, WR",NMSU,0,1,.0,0,.0,0,0,1,1,-200.0
495,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
496,,"Rayvean Moore, WR",NMSU,0,2,.0,0,.0,0,0,0,0,.0
497,,"Demarcus Robinson, WR",FLA,0,1,.0,0,.0,0,0,0,0,.0
498,,"Zack Rogers, P",UNM,0,1,.0,0,.0,0,0,0,0,.0
499,,"Gabe Myles, WR",MSST,0,1,.0,0,.0,0,0,0,0,.0
500,,"Taquan Mizzell, RB",UVA,0,1,.0,0,.0,0,0,0,0,.0
501,,"Cameron Johnston, P",OSU,0,1,.0,0,.0,0,0,0,0,.0
502,,"Ricky Seals-Jones, WR",TA&M,0,1,.0,0,.0,0,0,0,0,.0
503,,"Johnny Jefferson, RB",BAY,0,1,.0,0,.0,0,0,0,0,.0
504,,"Dan Monteroso, WR",PUR,0,1,.0,0,.0,0,0,0,0,.0
505,,"Jerico Richardson, WR",NEV,0,1,.0,0,.0,0,0,0,0,.0
506,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
507,,"Brendan Cope, WR",OHIO,0,1,.0,0,.0,0,0,0,0,.0
508,,"Alvin Bailey, WR",FLA,0,1,.0,0,.0,0,0,0,0,.0
509,,"Victor Bolden, WR",ORST,0,1,.0,0,.0,0,0,0,0,.0
510,,"Austin Rehkow, PK",IDHO,0,1,.0,0,.0,0,0,0,0,.0
511,,"Mitchell Juergens, WR",BYU,0,1,.0,0,.0,0,0,0,0,.0
512,,"Logan Piper, P",HOU,0,1,.0,0,.0,0,0,0,0,.0
513,,,UNKWN,0,2,.0,0,.0,0,0,0,0,.0
514,,,UNKWN,0,3,.0,0,.0,0,0,0,0,.0
515,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
516,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
517,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
518,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
519,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
520,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
521,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
522,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
523,,,UNKWN,0,2,.0,0,.0,0,0,0,0,.0
524,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
525,,,UNKWN,0,2,.0,0,.0,0,0,0,0,.0
526,,,UNKWN,0,1,.0,0,.0,0,0,0,0,.0
527,,,UNKWN,0,2,.0,0,.0,0,0,0,0,.0
528,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
529,481,- Team,CMU,0,1,.0,0,.0,0,0,0,0,.0
530,,"Geronimo Allison, WR",ILL,0,1,.0,0,.0,0,0,1,0,-200.0
531,,"Jabrill Peppers, S",MICH,0,1,.0,0,.0,0,0,0,1,.0
532,,"Nicodem Pierre, QB",DUKE,0,1,.0,0,.0,0,0,0,0,.0
533,,"Caleb Henderson, QB",UNC,0,1,.0,0,.0,0,0,0,0,.0
534,,"Hunter Fralick, QB",NEV,0,3,.0,0,.0,0,0,0,0,.0
535,,"Emiere Scaife, QB",GAST,0,8,.0,0,.0,0,0,0,1,.0
536,,"Kaylon Watson, RB",ULM,0,1,.0,0,.0,0,0,0,0,.0
537,,"Zach Davidson, QB",KSU,0,1,.0,0,.0,0,0,0,0,.0
538,,"John Johnson, WR",TROY,1,1,100.0,0,.0,0,0,0,0,100.0
539,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
540,,"Chris Merchant, QB",BUFF,0,1,.0,0,.0,0,0,0,0,.0
541,,"Terry Googer, WR",SC,0,1,.0,0,.0,0,0,0,0,.0
542,,"- Team, ATH",BSU,0,2,.0,0,.0,0,0,0,0,.0
543,,"Ian Sadler, WR",TTU,0,1,.0,0,.0,0,0,0,0,.0
544,,"Tabari Hines, WR",WAKE,0,1,.0,0,.0,0,0,1,0,-200.0
545,,"Jason Smith, WR",AUB,0,1,.0,0,.0,0,0,0,0,.0
546,,"D.J. Moore, WR",MD,0,1,.0,0,.0,0,0,0,0,.0
547,,"Nyheim Hines, WR",NCST,0,1,.0,0,.0,0,0,0,1,.0
548,,"Dontae Strickland, RB",SYR,0,1,.0,0,.0,0,0,0,0,.0
549,,"Eddie Daugherty, WR",EMU,0,1,.0,0,.0,0,0,0,0,.0
550,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
551,,"Chad President, QB",TLSA,0,3,.0,0,.0,0,0,0,1,.0
552,,"Penny Hart, WR",GAST,0,1,.0,0,.0,0,0,0,0,.0
553,,"Desmond Cain, WR",ILL,0,1,.0,0,.0,0,0,0,0,.0
554,,"Brad Stewart, WR",GT,0,1,.0,0,.0,0,0,1,0,-200.0
555,,"Steven Sims Jr., WR",KU,0,1,.0,0,.0,0,0,0,0,.0
556,,"Kareem Coles, QB",IDHO,0,1,.0,0,.0,0,0,0,0,.0
557,,"Emanuel Byrd, TE",MRSH,0,1,.0,0,.0,0,0,0,0,.0
558,508,"Riley Dixon, P",SYR,1,1,100.0,-1,-1.0,0,0,0,0,91.6
559,,"Wil Lutz, PK",GAST,1,1,100.0,-1,-1.0,-1,0,0,0,91.6
560,,"Andy Teasdall, P",CLEM,1,1,100.0,-1,-1.0,0,0,0,0,91.6
561,RK,PLAYER,TEAM,COMP,ATT,PCT,YDS,YDS/A,LONG,TD,INT,SACK,RAT
562,511,"Shaq Vann, RB",EMU,2,2,100.0,-4,-2.0,0,0,0,0,83.2
